INPUT	FOUND_BY	DTXSID	PREFERRED_NAME	CASRN	SMILES
2,2-Dibromo-3-nitrilopropionamide	Approved Name	DTXSID5032361	2,2-Dibromo-3-nitrilopropionamide	10222-01-2	NC(=O)C(Br)(Br)C#N
Dichlobenil	Approved Name	DTXSID5032365	Dichlobenil	1194-65-6	ClC1=CC=CC(Cl)=C1C#N
Difenoconazole	Approved Name	DTXSID4032372	Difenoconazole	119446-68-3	CC1COC(CN2C=NC=N2)(O1)C1=C(Cl)C=C(OC2=CC=C(Cl)C=C2)C=C1
Dimethenamid	Approved Name	DTXSID4032376	Dimethenamid	87674-68-8	COCC(C)N(C(=O)CCl)C1=C(C)SC=C1C
Dithiopyr	Approved Name	DTXSID9032379	Dithiopyr	97886-45-8	CSC(=O)C1=C(N=C(C(C(=O)SC)=C1CC(C)C)C(F)(F)F)C(F)F
Ethalfluralin	Synonym	DTXSID8032386	N-Ethyl-N-(2-methyl-2-propenyl)-2,6-dinitro-4-(trifluoromethyl)benzenamine	55283-68-6	CCN(CC(C)=C)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O
Farnesol	Approved Name	DTXSID3032389	Farnesol	4602-84-0	CC(C)=CCCC(C)=CCCC(C)=CCO
Fenarimol	Approved Name	DTXSID2032390	Fenarimol	60168-88-9	OC(C1=CC=C(Cl)C=C1)(C1=CN=CN=C1)C1=CC=CC=C1Cl
Fenoxaprop-ethyl	Approved Name	DTXSID2032392	Fenoxaprop-ethyl	66441-23-4	CCOC(=O)C(C)OC1=CC=C(OC2=NC3=C(O2)C=C(Cl)C=C3)C=C1
Fenoxycarb	Approved Name	DTXSID7032393	Fenoxycarb	72490-01-8	CCOC(=O)NCCOC1=CC=C(OC2=CC=CC=C2)C=C1
Fludioxonil	Approved Name	DTXSID2032398	Fludioxonil	131341-86-1	FC1(F)OC2=CC=CC(=C2O1)C1=CNC=C1C#N
Formetanate hydrochloride	Approved Name	DTXSID4032405	Formetanate hydrochloride	23422-53-9	Cl.CNC(=O)OC1=CC=CC(=C1)N=CN(C)C
Imazmethabenz	Integrated Source Name	DTXSID3032412	Imazamethabenz methyl ester	81405-85-8	C*.COC(=O)C1=C(C=CC=C1)C1=NC(=O)C(C)(N1)C(C)C |c:7,9,t:5,12,lp:3:2,5:2,13:1,15:2,18:1,m:1:11.10|
Cybutryne	Approved Name	DTXSID3032416	Cybutryne	28159-98-0	CSC1=NC(NC(C)(C)C)=NC(NC2CC2)=N1
Mesotrione	Approved Name	DTXSID7032424	Mesotrione	104206-82-8	CS(=O)(=O)C1=CC(=C(C=C1)C(=O)C1C(=O)CCCC1=O)[N+]([O-])=O
S-Metolachlor	Approved Name	DTXSID6032431	S-Metolachlor	87392-12-9	CCC1=C(N([C@@H](C)COC)C(=O)CCl)C(C)=CC=C1
Imidacloprid	Approved Name	DTXSID5032442	Imidacloprid	138261-41-3	[O-][N+](=O)\N=C1/NCCN1CC1=CN=C(Cl)C=C1
Phorate	Approved Name	DTXSID4032459	Phorate	298-02-2	CCOP(=S)(OCC)SCSCC
Profenofos	Approved Name	DTXSID3032464	Profenofos	41198-08-7	CCCSP(=O)(OCC)OC1=C(Cl)C=C(Br)C=C1
Propetamphos	Approved Name	DTXSID7032470	Propetamphos	31218-83-4	CCNP(=S)(OC)O\C(C)=C\C(=O)OC(C)C
Tebupirimfos	Approved Name	DTXSID1032482	Tebupirimfos	96182-53-5	CCOP(=S)(OC(C)C)OC1=CN=C(N=C1)C(C)(C)C
Temephos	Approved Name	DTXSID1032484	Temephos	3383-96-8	COP(=S)(OC)OC1=CC=C(SC2=CC=C(OP(=S)(OC)OC)C=C2)C=C1
Thiazopyr	Approved Name	DTXSID1032488	Thiazopyr	117718-60-2	COC(=O)C1=C(CC(C)C)C(C2=NCCS2)=C(N=C1C(F)F)C(F)(F)F
Triadimenol	Approved Name	DTXSID0032493	Triadimenol	55219-65-3	CC(C)(C)C(O)C(OC1=CC=C(Cl)C=C1)N1C=NC=N1
Triclopyr	Approved Name	DTXSID0032497	Triclopyr	55335-06-3	OC(=O)COC1=C(Cl)C=C(Cl)C(Cl)=N1
Triclosan	Approved Name	DTXSID5032498	Triclosan	3380-34-5	OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1
Triflumizole	Approved Name	DTXSID2032500	Triflumizole	68694-11-1	CCCOC\C(=N/C1=C(C=C(Cl)C=C1)C(F)(F)F)N1C=CN=C1
1,3,5-Triethylhexahydro-s-triazine	Approved Name	DTXSID1032511	1,3,5-Triethylhexahydro-s-triazine	7779-27-3	CCN1CN(CC)CN(CC)C1
(3,5-Dimethyl-1H-pyrazol-1-yl)methanol	Approved Name	DTXSID1032513	(3,5-Dimethyl-1H-pyrazol-1-yl)methanol	85264-33-1	CC1=NN(CO)C(C)=C1
1,2-Benzenedicarboxaldehyde	Approved Name	DTXSID6032514	1,2-Benzenedicarboxaldehyde	643-79-8	O=CC1=CC=CC=C1C=O
2-Hydroxyethyl octyl sulfide	Approved Name	DTXSID6032516	2-Hydroxyethyl octyl sulfide	3547-33-9	CCCCCCCCSCCO
4,5-Dichloro-3H-1,2-dithiol-3-one	Approved Name	DTXSID6032518	4,5-Dichloro-3H-1,2-dithiol-3-one	1192-52-5	ClC1=C(Cl)C(=O)SS1
Acibenzolar-S-methyl	Approved Name	DTXSID1032519	Acibenzolar-S-methyl	135158-54-2	CSC(=O)C1=CC=CC2=C1SN=N2
Azoxystrobin	Approved Name	DTXSID0032520	Azoxystrobin	131860-33-8	CO\C=C(\C(=O)OC)C1=CC=CC=C1OC1=CC(OC2=CC=CC=C2C#N)=NC=N1
1,2-Benzisothiazolin-3-one	Approved Name	DTXSID5032523	1,2-Benzisothiazolin-3-one	2634-33-5	O=C1NSC2=C1C=CC=C2
Bifenazate	Approved Name	DTXSID5032525	Bifenazate	149877-41-8	COC1=C(NNC(=O)OC(C)C)C=C(C=C1)C1=CC=CC=C1
Bromuconazole	Approved Name	DTXSID9032531	Bromuconazole	116255-48-2	ClC1=CC(Cl)=C(C=C1)C1(CN2C=NC=N2)CC(Br)CO1
Carfentrazone-ethyl	Approved Name	DTXSID4032532	Carfentrazone-ethyl	128639-02-1	CCOC(=O)C(Cl)CC1=C(Cl)C=C(F)C(=C1)N1N=C(C)N(C(F)F)C1=O
Chlorfenapyr	Approved Name	DTXSID9032533	Chlorfenapyr	122453-73-0	CCOCN1C(=C(C#N)C(Br)=C1C(F)(F)F)C1=CC=C(Cl)C=C1
Trinexapac-ethyl	Approved Name	DTXSID9032535	Trinexapac-ethyl	95266-40-3	CCOC(=O)C1CC(=O)C(=C(O)C2CC2)C(=O)C1
Didecyldimethylammonium chloride	Approved Name	DTXSID9032537	Didecyldimethylammonium chloride	7173-51-5	[Cl-].CCCCCCCCCC[N+](C)(C)CCCCCCCCCC
Dipropyl pyridine-2,5-dicarboxylate	Expert Validated Synonym	DTXSID8032544	Dipropyl 2,5-pyridinedicarboxylate	136-45-8	CCCOC(=O)C1=CC=C(N=C1)C(=O)OCCC
Etridiazole	Approved Name	DTXSID3032547	Etridiazole	2593-15-9	CCOC1=NC(=NS1)C(Cl)(Cl)Cl
Fenbuconazole	Approved Name	DTXSID8032548	Fenbuconazole	114369-43-6	ClC1=CC=C(CCC(CN2C=NC=N2)(C#N)C2=CC=CC=C2)C=C1
Fenhexamid	Approved Name	DTXSID3032549	Fenhexamid	126833-17-8	CC1(CCCCC1)C(=O)NC1=C(Cl)C(Cl)=C(O)C=C1
Fenpyroximate (Z,E)	Approved Name	DTXSID2032550	Fenpyroximate (Z,E)	111812-58-9	CN1N=C(C)C(C=NOCC2=CC=C(C=C2)C(=O)OC(C)(C)C)=C1OC1=CC=CC=C1
Fluazinam	Approved Name	DTXSID7032551	Fluazinam	79622-59-6	[O-][N+](=O)C1=CC(=C(Cl)C(=C1NC1=C(Cl)C=C(C=N1)C(F)(F)F)[N+]([O-])=O)C(F)(F)F
Flufenacet	Approved Name	DTXSID2032552	Flufenacet	142459-58-3	CC(C)N(C(=O)COC1=NN=C(S1)C(F)(F)F)C1=CC=C(F)C=C1
Flumetralin	Approved Name	DTXSID7032553	Flumetralin	62924-70-3	CCN(CC1=C(Cl)C=CC=C1F)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O
Flumiclorac-pentyl	Approved Name	DTXSID2032554	Flumiclorac-pentyl	87546-18-7	CCCCCOC(=O)COC1=C(Cl)C=C(F)C(=C1)N1C(=O)C2=C(CCCC2)C1=O
Flumioxazin	Approved Name	DTXSID7032555	Flumioxazin	103361-09-7	FC1=CC2=C(C=C1N1C(=O)C3=C(CCCC3)C1=O)N(CC#C)C(=O)CO2
Fluthiacet-methyl	Approved Name	DTXSID2032556	Fluthiacet-methyl	117337-19-6	COC(=O)CSC1=C(Cl)C=C(F)C(=C1)\N=C1/SC(=O)N2CCCCN12
Kresoxim-methyl	Approved Name	DTXSID2032558	Kresoxim-methyl	143390-89-0	CO\N=C(\C(=O)OC)C1=C(COC2=C(C)C=CC=C2)C=CC=C1
lambda-Cyhalothrin	Synonym from Valid Source	DTXSID7032559	λ-Cyhalothrin	91465-08-6	CC1(C)[C@@H](\C=C(/Cl)C(F)(F)F)[C@H]1C(=O)O[C@H](C#N)C1=CC=CC(OC2=CC=CC=C2)=C1
MGK-264	Synonym from Valid Source	DTXSID6032562	Octylbicycloheptenedicarboximide	113-48-4	CCCCC(CC)CN1C(=O)C2C3CC(C=C3)C2C1=O
Pirimicarb	Approved Name	DTXSID1032569	Pirimicarb	23103-98-2	CN(C)C(=O)OC1=C(C)C(C)=NC(=N1)N(C)C
Prallethrin	Approved Name	DTXSID0032572	Prallethrin	23031-36-9	CC(C)=CC1C(C(=O)OC2CC(=O)C(CC#C)=C2C)C1(C)C
Pyridaben	Approved Name	DTXSID5032573	Pyridaben	96489-71-3	CC(C)(C)N1N=CC(SCC2=CC=C(C=C2)C(C)(C)C)=C(Cl)C1=O
Tefluthrin	Approved Name	DTXSID5032577	Tefluthrin	79538-32-2	CC1=C(F)C(F)=C(COC(=O)C2C(\C=C(/Cl)C(F)(F)F)C2(C)C)C(F)=C1F
Thiodicarb	Approved Name	DTXSID0032578	Thiodicarb	59669-26-0	CS\C(C)=N\OC(=O)N(C)SN(C)C(=O)O\N=C(/C)SC
Triclopyr-butotyl	Expert Validated Synonym	DTXSID5032579	Triclopyr butotyl	64700-56-7	CCCCOCCOC(=O)COC1=C(Cl)C=C(Cl)C(Cl)=N1
Trifloxystrobin	Approved Name	DTXSID4032580	Trifloxystrobin	141517-21-7	CON=C(C(=O)OC)C1=C(CON=C(C)C2=CC(=CC=C2)C(F)(F)F)C=CC=C1
Zoxamide	Approved Name	DTXSID9032581	Zoxamide	156052-68-5	CCC(C)(NC(=O)C1=CC(Cl)=C(C)C(Cl)=C1)C(=O)CCl
Bromo-3-chloro-5,5-dimethylhydantoin	Integrated Source Name	DTXSID3032591	1-Bromo-3-chloro-5,5-dimethylhydantoin	16079-88-2	CC1(C)N(Br)C(=O)N(Cl)C1=O
Cyclanilide	Approved Name	DTXSID5032600	Cyclanilide	113136-77-9	OC(=O)C1(CC1)C(=O)NC1=CC=C(Cl)C=C1Cl
Cyproconazole	Approved Name	DTXSID0032601	Cyproconazole	94361-06-5	CC(C1CC1)C(O)(CN1C=NC=N1)C1=CC=C(Cl)C=C1
Diclofop-methyl	Integrated Source Name	DTXSID0032605	Methyl (RS)-2-[4-(2,4-dichlorophenoxy)phenoxy]propionate	51338-27-3	COC(=O)C(C)OC1=CC=C(OC2=CC=C(Cl)C=C2Cl)C=C1
Etofenprox	Approved Name	DTXSID9032610	Etofenprox	80844-07-1	CCOC1=CC=C(C=C1)C(C)(C)COCC1=CC(OC2=CC=CC=C2)=CC=C1
Ethoprop	Approved Name	DTXSID4032611	Ethoprop	13194-48-4	CCCSP(=O)(OCC)SCCC
Fenitrothion	Approved Name	DTXSID4032613	Fenitrothion	122-14-5	COP(=S)(OC)OC1=CC=C(C(C)=C1)[N+]([O-])=O
Flumetsulam	Approved Name	DTXSID4032615	Flumetsulam	98967-40-9	CC1=NC2=NC(=NN2C=C1)S(=O)(=O)NC1=C(F)C=CC=C1F
Halofenozide	Approved Name	DTXSID4032619	Halofenozide	112226-61-6	CC(C)(C)N(NC(=O)C1=CC=C(Cl)C=C1)C(=O)C1=CC=CC=C1
Hexaflumuron	Approved Name	DTXSID3032620	Hexaflumuron	86479-06-3	FC(F)C(F)(F)OC1=C(Cl)C=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=C1Cl
Methoxyfenozide	Approved Name	DTXSID3032628	Methoxyfenozide	161050-58-4	COC1=CC=CC(C(=O)NN(C(=O)C2=CC(C)=CC(C)=C2)C(C)(C)C)=C1C
N-Benzyladenine	Approved Name	DTXSID7032630	N-Benzyladenine	1214-39-7	C(NC1=C2N=CN=C2N=CN1)C1=CC=CC=C1
Pymetrozine	Approved Name	DTXSID2032637	Pymetrozine	123312-89-0	CC1=NNC(=O)N(C1)\N=C\C1=CC=CN=C1
Pyraclostrobin	Approved Name	DTXSID7032638	Pyraclostrobin	175013-18-0	CON(C(=O)OC)C1=C(COC2=NN(C=C2)C2=CC=C(Cl)C=C2)C=CC=C1
Pyridate	Approved Name	DTXSID2032639	Pyridate	55512-33-9	CCCCCCCCSC(=O)OC1=CC(Cl)=NN=C1C1=CC=CC=C1
Pyriproxyfen	Approved Name	DTXSID1032640	Pyriproxyfen	95737-68-1	CC(COC1=CC=C(OC2=CC=CC=C2)C=C1)OC1=NC=CC=C1
Quinclorac	Approved Name	DTXSID6032641	Quinclorac	84087-01-4	OC(=O)C1=C(Cl)C=CC2=CC(Cl)=CN=C12
Sulfentrazone	Approved Name	DTXSID6032645	Sulfentrazone	122836-35-5	CC1=NN(C(=O)N1C(F)F)C1=CC(NS(C)(=O)=O)=C(Cl)C=C1Cl
Sulfluramid	Synonym from Valid Source	DTXSID1032646	N-Ethylperfluorooctanesulfonamide	4151-50-2	CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2-(Thiocyanomethylthio)benzothiazole	Approved Name	DTXSID6032647	2-(Thiocyanomethylthio)benzothiazole	21564-17-0	N#CSCSC1=NC2=CC=CC=C2S1
Z-Tetrachlorvinphos	Approved Name	DTXSID1032648	Z-Tetrachlorvinphos	22248-79-9	COP(=O)(OC)O\C(=C/Cl)C1=C(Cl)C=C(Cl)C(Cl)=C1
Tetramethrin	Approved Name	DTXSID6032649	Tetramethrin	7696-12-0	CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C
Thidiazuron	Approved Name	DTXSID0032651	Thidiazuron	51707-55-2	O=C(NC1=CN=NS1)NC1=CC=CC=C1
Triforine	Approved Name	DTXSID5032654	Triforine	26644-46-2	ClC(Cl)(Cl)C(NC=O)N1CCN(CC1)C(NC=O)C(Cl)(Cl)Cl
Triticonazole	Approved Name	DTXSID0032655	Triticonazole	131983-72-7	CC1(C)CCC(=CC2=CC=C(Cl)C=C2)C1(O)CN1C=NC=N1
Esfenvalerate	Approved Name	DTXSID4032667	Esfenvalerate	66230-04-4	CC(C)[C@H](C(=O)O[C@H](C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C1=CC=C(Cl)C=C1
Pyrithiobac-sodium	Approved Name	DTXSID8032673	Pyrithiobac-sodium	123343-16-8	[Na+].COC1=CC(OC)=NC(SC2=C(C([O-])=O)C(Cl)=CC=C2)=N1
Sulprofos	Approved Name	DTXSID8032675	Sulprofos	35400-43-2	CCCSP(=S)(OCC)OC1=CC=C(SC)C=C1
Mevinphos	Approved Name	DTXSID2032683	Mevinphos	7786-34-7	COC(=O)C=C(C)OP(=O)(OC)OC
Phenothrin	Approved Name	DTXSID7032688	Phenothrin	26002-80-2	CC(C)=CC1C(C(=O)OCC2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C
Indoxacarb	Approved Name	DTXSID1032690	Indoxacarb	173584-44-6	COC(=O)N(C(=O)N1CO[C@]2(CC3=C(C=CC(Cl)=C3)C2=N1)C(=O)OC)C1=CC=C(OC(F)(F)F)C=C1
4-Amino-1,2,4-triazole	Approved Name	DTXSID9033058	4-Amino-1,2,4-triazole	584-13-4	NN1C=NN=C1
Aldicarb sulfoxide	Approved Name	DTXSID1033161	Aldicarb sulfoxide	1646-87-3	CNC(=O)O\N=C\C(C)(C)S(C)=O
Cyclopentanol	Approved Name	DTXSID1033371	Cyclopentanol	96-41-3	OC1CCCC1
Hydroxyflutamide	Approved Name	DTXSID8033562	Hydroxyflutamide	52806-53-8	CC(C)(O)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F
17-Methyltestosterone	Approved Name	DTXSID1033664	17-Methyltestosterone	58-18-4	C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
4-Nonylphenol	Approved Name	DTXSID5033836	4-Nonylphenol	104-40-5	CCCCCCCCCC1=CC=C(O)C=C1
Procymidone	Approved Name	DTXSID9033923	Procymidone	32809-16-8	CC12CC1(C)C(=O)N(C2=O)C1=CC(Cl)=CC(Cl)=C1
Sulfamic acid	Approved Name	DTXSID6034005	Sulfamic acid	5329-14-6	NS(O)(=O)=O
Haloperidol	Approved Name	DTXSID4034150	Haloperidol	52-86-8	OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1
Nilutamide	Synonym	DTXSID3034165	5,5-Dimethyl-3-(alpha,alpha,alpha-trifluoro-4-nitro-m-tolyl)hydantoin	63612-50-0	CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F
Raloxifene hydrochloride	Approved Name	DTXSID1034181	Raloxifene hydrochloride	82640-04-8	Cl.OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=CC=C(O)C=C2S1
Spironolactone	Approved Name	DTXSID6034186	Spironolactone	52-01-7	[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](CC2=CC(=O)CC[C@]12C)SC(C)=O
Tamoxifen	Approved Name	DTXSID1034187	Tamoxifen	10540-29-1	CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1
17beta-Trenbolone	Approved Name	DTXSID0034192	17beta-Trenbolone	10161-33-8	[H][C@@]12CC[C@H](O)[C@@]1(C)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H]
Prodiamine	Approved Name	DTXSID1034210	Prodiamine	29091-21-2	CCCN(CCC)C1=C(C(N)=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O
Spiroxamine	Approved Name	DTXSID1034212	Spiroxamine	118134-30-8	CCCN(CC)CC1COC2(CCC(CC2)C(C)(C)C)O1
Tebufenpyrad	Approved Name	DTXSID0034223	Tebufenpyrad	119168-77-3	CCC1=NN(C)C(C(=O)NCC2=CC=C(C=C2)C(C)(C)C)=C1Cl
Icaridin	Approved Name	DTXSID0034227	Icaridin	119515-38-7	CCC(C)OC(=O)N1CCCCC1CCO
gamma-Nonanolactone	Approved Name	DTXSID0034229	gamma-Nonanolactone	104-61-0	CCCCCC1CCC(=O)O1
Cloprop	Approved Name	DTXSID9034232	Cloprop	101-10-0	CC(OC1=CC(Cl)=CC=C1)C(O)=O
Tepraloxydim	Approved Name	DTXSID7034252	Tepraloxydim	149979-41-9	CCC(=NOC\C=C\Cl)C1=C(O)CC(CC1=O)C1CCOCC1
Oxytetracycline	Approved Name	DTXSID1034260	Oxytetracycline	79-57-2	CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O
Clopyralid-olamine	Approved Name	DTXSID6034265	Clopyralid-olamine	57754-85-5	NCCO.OC(=O)C1=C(Cl)C=CC(Cl)=N1
Imazapic	Approved Name	DTXSID5034270	Imazapic	104098-48-8	CC(C)C1(C)NC(=NC1=O)C1=NC=C(C)C=C1C(O)=O
4-Chlorophenoxyacetic acid	Approved Name	DTXSID9034282	4-Chlorophenoxyacetic acid	122-88-3	OC(=O)COC1=CC=C(Cl)C=C1
5-Chloro-2-methyl-3(2H)-isothiazolone	Approved Name	DTXSID9034286	5-Chloro-2-methyl-3(2H)-isothiazolone	26172-55-4	CN1SC(Cl)=CC1=O
5-Heptyldihydro-2(3H)-furanone	Approved Name	DTXSID4034287	5-Heptyldihydro-2(3H)-furanone	104-67-6	CCCCCCCC1CCC(=O)O1
Acetamiprid	Approved Name	DTXSID0034300	Acetamiprid	135410-20-7	CN(CC1=CN=C(Cl)C=C1)C(\C)=N\C#N
Fluroxypyr-meptyl	Approved Name	DTXSID5034303	Fluroxypyr-meptyl	81406-37-3	CCCCCCC(C)OC(=O)COC1=NC(F)=C(Cl)C(N)=C1Cl
Phoxim	Approved Name	DTXSID8034324	Phoxim	14816-18-3	CCOP(=S)(OCC)O\N=C(/C#N)C1=CC=CC=C1
Lufenuron	Approved Name	DTXSID5034357	Lufenuron	103055-07-8	FC(C(F)(F)F)C(F)(F)OC1=CC(Cl)=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=C1Cl
Denatonium saccharide	Approved Name	DTXSID9034361	Denatonium saccharide	90823-38-4	O=C1[N-]S(=O)(=O)C2=C1C=CC=C2.CC[N+](CC)(CC(=O)NC1=C(C)C=CC=C1C)CC1=CC=CC=C1
Butafenacil	Approved Name	DTXSID9034365	Butafenacil	134605-64-4	CN1C(=O)N(C(=O)C=C1C(F)(F)F)C1=CC(C(=O)OC(C)(C)C(=O)OCC=C)=C(Cl)C=C1
Denatonium benzoate	Approved Name	DTXSID8034376	Denatonium benzoate	3734-33-6	[O-]C(=O)C1=CC=CC=C1.CC[N+](CC)(CC(=O)NC1=C(C)C=CC=C1C)CC1=CC=CC=C1
Bispyribac-sodium	Approved Name	DTXSID7034383	Bispyribac-sodium	125401-92-5	[Na+].COC1=CC(OC)=NC(OC2=CC=CC(OC3=NC(OC)=CC(OC)=N3)=C2C([O-])=O)=N1
Boscalid	Approved Name	DTXSID6034392	Boscalid	188425-85-6	ClC1=CC=C(C=C1)C1=C(NC(=O)C2=C(Cl)N=CC=C2)C=CC=C1
Buprofezin	Approved Name	DTXSID8034401	Buprofezin	69327-76-0	CC(C)N1C(SCN(C1=O)C1=CC=CC=C1)=NC(C)(C)C
Butachlor	Approved Name	DTXSID3034402	Butachlor	23184-66-9	CCCCOCN(C(=O)CCl)C1=C(CC)C=CC=C1CC
Cinmethylin	Approved Name	DTXSID3034456	Cinmethylin	87818-31-3	CC(C)[C@]12CC[C@](C)(O1)[C@@H](C2)OCC1=C(C)C=CC=C1
Clothianidin	Approved Name	DTXSID2034465	Clothianidin	210880-92-5	CN\C(NCC1=CN=C(Cl)S1)=N/[N+]([O-])=O
Cyanamide	Approved Name	DTXSID9034490	Cyanamide	420-04-2	NC#N
Cyazofamid	Approved Name	DTXSID9034492	Cyazofamid	120116-88-3	CN(C)S(=O)(=O)N1C(=NC(Cl)=C1C1=CC=C(C)C=C1)C#N
Metconazole	Approved Name	DTXSID4034497	Metconazole	125116-23-6	CC1(C)CCC(CC2=CC=C(Cl)C=C2)C1(O)CN1C=NC=N1
Cyhalofop-butyl	Approved Name	DTXSID1034503	Cyhalofop-butyl	122008-85-9	CCCCOC(=O)[C@@H](C)OC1=CC=C(OC2=C(F)C=C(C=C2)C#N)C=C1
Desmedipham	Approved Name	DTXSID0034518	Desmedipham	13684-56-5	CCOC(=O)NC1=CC(OC(=O)NC2=CC=CC=C2)=CC=C1
Diclosulam	Approved Name	DTXSID4034528	Diclosulam	145701-21-9	CCOC1=NC(F)=CC2=NC(=NN12)S(=O)(=O)NC1=C(Cl)C=CC=C1Cl
Thiophanate	Approved Name	DTXSID3034531	Thiophanate	23564-06-9	CCOC(=O)NC(=S)NC1=C(NC(=S)NC(=O)OCC)C=CC=C1
Dimethomorph	Approved Name	DTXSID7034545	Dimethomorph	110488-70-5	COC1=C(OC)C=C(C=C1)C(=CC(=O)N1CCOCC1)C1=CC=C(Cl)C=C1
Dinotefuran	Approved Name	DTXSID7034549	Dinotefuran	165252-70-0	CNC(NCC1CCOC1)=N[N+]([O-])=O
Emamectin benzoate	Approved Name	DTXSID0034566	Emamectin benzoate	155569-91-8	-
2-Bromo-4-hydroxyacetophenone	Approved Name	DTXSID4034576	2-Bromo-4-hydroxyacetophenone	2491-38-5	OC1=CC=C(C=C1)C(=O)CBr
Ethofumesate	Approved Name	DTXSID8034580	Ethofumesate	26225-79-6	CCOC1OC2=C(C=C(OS(C)(=O)=O)C=C2)C1(C)C
Ethyl 1-naphthaleneacetate	Approved Name	DTXSID3034583	Ethyl 1-naphthaleneacetate	2122-70-5	CCOC(=O)CC1=CC=CC2=C1C=CC=C2
Etoxazole	Approved Name	DTXSID8034586	Etoxazole	153233-91-1	CCOC1=C(C=CC(=C1)C(C)(C)C)C1COC(=N1)C1=C(F)C=CC=C1F
Famoxadone	Approved Name	DTXSID8034588	Famoxadone	131807-57-3	CC1(OC(=O)N(NC2=CC=CC=C2)C1=O)C1=CC=C(OC2=CC=CC=C2)C=C1
Fenamidone	Approved Name	DTXSID2034590	Fenamidone	161326-34-7	CSC1=N[C@](C)(C(=O)N1NC1=CC=CC=C1)C1=CC=CC=C1
Fenoxaprop-P-ethyl	Approved Name	DTXSID2034598	Fenoxaprop-P-ethyl	71283-80-2	CCOC(=O)[C@@H](C)OC1=CC=C(OC2=NC3=C(O2)C=C(Cl)C=C3)C=C1
(2R,6S)-Fenpropimorph	Approved Name	DTXSID4034601	(2R,6S)-Fenpropimorph	67564-91-4	CC(CN1C[C@H](C)O[C@H](C)C1)CC1=CC=C(C=C1)C(C)(C)C
Fipronil	Approved Name	DTXSID4034609	Fipronil	120068-37-3	NC1=C(C(=NN1C1=C(Cl)C=C(C=C1Cl)C(F)(F)F)C#N)S(=O)C(F)(F)F
Fluazifop-butyl	Approved Name	DTXSID3034612	Fluazifop-butyl	69806-50-4	CCCCOC(=O)C(C)OC1=CC=C(OC2=CC=C(C=N2)C(F)(F)F)C=C1
Flucarbazone-sodium	Approved Name	DTXSID3034614	Flucarbazone-sodium	181274-17-9	[Na+].COC1=NN(C(=O)[N-]S(=O)(=O)C2=C(OC(F)(F)F)C=CC=C2)C(=O)N1C
Flufenpyr-ethyl	Approved Name	DTXSID3034618	Flufenpyr-ethyl	188489-07-8	CCOC(=O)COC1=CC(N2N=CC(=C(C)C2=O)C(F)(F)F)=C(F)C=C1Cl
Fluoxastrobin	Approved Name	DTXSID2034625	Fluoxastrobin	361377-29-9	CO\N=C(\C1=NOCCO1)C1=C(OC2=NC=NC(OC3=CC=CC=C3Cl)=C2F)C=CC=C1
Fluroxypyr	Approved Name	DTXSID2034627	Fluroxypyr	69377-81-7	NC1=C(Cl)C(F)=NC(OCC(O)=O)=C1Cl
Forchlorfenuron	Approved Name	DTXSID1034634	Forchlorfenuron	68157-60-8	ClC1=NC=CC(NC(=O)NC2=CC=CC=C2)=C1
Hexaconazole	Approved Name	DTXSID4034653	Hexaconazole	79983-71-4	CCCCC(O)(CN1C=NC=N1)C1=CC=C(Cl)C=C1Cl
Imazamox	Approved Name	DTXSID3034664	Imazamox	114311-32-9	COCC1=CN=C(C2=NC(C)(C(C)C)C(=O)N2)C(=C1)C(O)=O
