INPUT	FOUND_BY	DTXSID	PREFERRED_NAME	DTXCID	CASRN	QSAR_READY_SMILES
298-02-2	CAS-RN	DTXSID4032459	Phorate	DTXCID2012459	298-02-2	CCOP(=S)(OCC)SCSCC
41198-08-7	CAS-RN	DTXSID3032464	Profenofos	DTXCID1012464	41198-08-7	CCCSP(=O)(OCC)OC1=C(Cl)C=C(Br)C=C1
31218-83-4	CAS-RN	DTXSID7032470	Propetamphos	DTXCID5012470	31218-83-4	CCNP(=S)(OC)OC(C)=CC(=O)OC(C)C
96182-53-5	CAS-RN	DTXSID1032482	Tebupirimfos	DTXCID9012482	96182-53-5	CCOP(=S)(OC(C)C)OC1=CN=C(N=C1)C(C)(C)C
3383-96-8	CAS-RN	DTXSID1032484	Temephos	DTXCID9012484	3383-96-8	COP(=S)(OC)OC1=CC=C(SC2=CC=C(OP(=S)(OC)OC)C=C2)C=C1
117718-60-2	CAS-RN	DTXSID1032488	Thiazopyr	DTXCID9012488	117718-60-2	COC(=O)C1=C(CC(C)C)C(C2=NCCS2)=C(N=C1C(F)F)C(F)(F)F
55219-65-3	CAS-RN	DTXSID0032493	Triadimenol	DTXCID8012493	55219-65-3	CC(C)(C)C(O)C(OC1=CC=C(Cl)C=C1)N1C=NC=N1
55335-06-3	CAS-RN	DTXSID0032497	Triclopyr	DTXCID8012497	55335-06-3	OC(=O)COC1=C(Cl)C=C(Cl)C(Cl)=N1
3380-34-5	CAS-RN	DTXSID5032498	Triclosan	DTXCID3012498	3380-34-5	OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1
68694-11-1	CAS-RN	DTXSID2032500	Triflumizole	DTXCID0012500	68694-11-1	CCCOCC(=NC1=CC=C(Cl)C=C1C(F)(F)F)N1C=CN=C1
7779-27-3	CAS-RN	DTXSID1032511	1,3,5-Triethylhexahydro-s-triazine	DTXCID9012511	7779-27-3	CCN1CN(CC)CN(CC)C1
85264-33-1	CAS-RN	DTXSID1032513	(3,5-Dimethyl-1H-pyrazol-1-yl)methanol	DTXCID9012513	85264-33-1	CC1=NN(CO)C(C)=C1
643-79-8	CAS-RN	DTXSID6032514	1,2-Benzenedicarboxaldehyde	DTXCID4012514	643-79-8	O=CC1=CC=CC=C1C=O
3547-33-9	CAS-RN	DTXSID6032516	2-Hydroxyethyl octyl sulfide	DTXCID4012516	3547-33-9	CCCCCCCCSCCO
1192-52-5	CAS-RN	DTXSID6032518	4,5-Dichloro-3H-1,2-dithiol-3-one	DTXCID4012518	1192-52-5	ClC1=C(Cl)C(=O)SS1
135158-54-2	CAS-RN	DTXSID1032519	Acibenzolar-S-methyl	DTXCID9012519	135158-54-2	CSC(=O)C1=CC=CC2=C1SN=N2
131860-33-8	CAS-RN	DTXSID0032520	Azoxystrobin	DTXCID8012520	131860-33-8	COC=C(C(=O)OC)C1=CC=CC=C1OC1=CC(OC2=CC=CC=C2C#N)=NC=N1
2634-33-5	CAS-RN	DTXSID5032523	1,2-Benzisothiazolin-3-one	DTXCID3012523	2634-33-5	O=C1NSC2=C1C=CC=C2
149877-41-8	CAS-RN	DTXSID5032525	Bifenazate	DTXCID3012525	149877-41-8	COC1=C(NNC(=O)OC(C)C)C=C(C=C1)C1=CC=CC=C1
116255-48-2	CAS-RN	DTXSID9032531	Bromuconazole	DTXCID7012531	116255-48-2	ClC1=CC(Cl)=C(C=C1)C1(CN2C=NC=N2)CC(Br)CO1
128639-02-1	CAS-RN	DTXSID4032532	Carfentrazone-ethyl	DTXCID2012532	128639-02-1	CCOC(=O)C(Cl)CC1=C(Cl)C=C(F)C(=C1)N1N=C(C)N(C(F)F)C1=O
122453-73-0	CAS-RN	DTXSID9032533	Chlorfenapyr	DTXCID7012533	122453-73-0	CCOCN1C(=C(C#N)C(Br)=C1C(F)(F)F)C1=CC=C(Cl)C=C1
95266-40-3	CAS-RN	DTXSID9032535	Trinexapac-ethyl	DTXCID7012535	95266-40-3	CCOC(=O)C1CC(=O)C(C(=O)C2CC2)C(=O)C1
7173-51-5	CAS-RN	DTXSID9032537	Didecyldimethylammonium chloride	DTXCID7012537	7173-51-5	CCCCCCCCCC[N+](C)(C)CCCCCCCCCC
136-45-8	CAS-RN	DTXSID8032544	Dipropyl 2,5-pyridinedicarboxylate	DTXCID6012544	136-45-8	CCCOC(=O)C1=CC=C(N=C1)C(=O)OCCC
2593-15-9	CAS-RN	DTXSID3032547	Etridiazole	DTXCID1012547	2593-15-9	CCOC1=NC(=NS1)C(Cl)(Cl)Cl
114369-43-6	CAS-RN	DTXSID8032548	Fenbuconazole	DTXCID6012548	114369-43-6	ClC1=CC=C(CCC(CN2C=NC=N2)(C#N)C2=CC=CC=C2)C=C1
126833-17-8	CAS-RN	DTXSID3032549	Fenhexamid	DTXCID1012549	126833-17-8	CC1(CCCCC1)C(=O)NC1=C(Cl)C(Cl)=C(O)C=C1
111812-58-9	CAS-RN	DTXSID2032550	Fenpyroximate (Z,E)	DTXCID0065307	111812-58-9	CN1N=C(C)C(C=NOCC2=CC=C(C=C2)C(=O)OC(C)(C)C)=C1OC1=CC=CC=C1
79622-59-6	CAS-RN	DTXSID7032551	Fluazinam	DTXCID5012551	79622-59-6	[O-][N+](=O)C1=CC(=C(Cl)C(=C1NC1=C(Cl)C=C(C=N1)C(F)(F)F)[N+]([O-])=O)C(F)(F)F
142459-58-3	CAS-RN	DTXSID2032552	Flufenacet	DTXCID0012552	142459-58-3	CC(C)N(C(=O)COC1=NN=C(S1)C(F)(F)F)C1=CC=C(F)C=C1
62924-70-3	CAS-RN	DTXSID7032553	Flumetralin	DTXCID5012553	62924-70-3	CCN(CC1=C(Cl)C=CC=C1F)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O
87546-18-7	CAS-RN	DTXSID2032554	Flumiclorac-pentyl	DTXCID0012554	87546-18-7	CCCCCOC(=O)COC1=C(Cl)C=C(F)C(=C1)N1C(=O)C2=C(CCCC2)C1=O
103361-09-7	CAS-RN	DTXSID7032555	Flumioxazin	DTXCID5012555	103361-09-7	FC1=CC2=C(C=C1N1C(=O)C3=C(CCCC3)C1=O)N(CC#C)C(=O)CO2
117337-19-6	CAS-RN	DTXSID2032556	Fluthiacet-methyl	DTXCID0012556	117337-19-6	COC(=O)CSC1=CC(N=C2SC(=O)N3CCCCN23)=C(F)C=C1Cl
143390-89-0	CAS-RN	DTXSID2032558	Kresoxim-methyl	DTXCID0012558	143390-89-0	CON=C(C(=O)OC)C1=CC=CC=C1COC1=CC=CC=C1C
91465-08-6	CAS-RN	DTXSID7032559	λ-Cyhalothrin	DTXCID00196593	91465-08-6	CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1
113-48-4	CAS-RN	DTXSID6032562	Octylbicycloheptenedicarboximide	DTXCID4012562	113-48-4	CCCCC(CC)CN1C(=O)C2C3CC(C=C3)C2C1=O
23103-98-2	CAS-RN	DTXSID1032569	Pirimicarb	DTXCID9012569	23103-98-2	CN(C)C(=O)OC1=C(C)C(C)=NC(=N1)N(C)C
23031-36-9	CAS-RN	DTXSID0032572	Prallethrin	DTXCID10196509	23031-36-9	CC(C)=CC1C(C(=O)OC2CC(=O)C(CC#C)=C2C)C1(C)C
96489-71-3	CAS-RN	DTXSID5032573	Pyridaben	DTXCID3012573	96489-71-3	CC(C)(C)N1N=CC(SCC2=CC=C(C=C2)C(C)(C)C)=C(Cl)C1=O
79538-32-2	CAS-RN	DTXSID5032577	Tefluthrin	DTXCID3012577	79538-32-2	CC1=C(F)C(F)=C(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)C(F)=C1F
59669-26-0	CAS-RN	DTXSID0032578	Thiodicarb	DTXCID8012578	59669-26-0	CSC(C)=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC
64700-56-7	CAS-RN	DTXSID5032579	Triclopyr butotyl	DTXCID3012579	64700-56-7	CCCCOCCOC(=O)COC1=C(Cl)C=C(Cl)C(Cl)=N1
141517-21-7	CAS-RN	DTXSID4032580	Trifloxystrobin	DTXCID2012580	141517-21-7	CON=C(C(=O)OC)C1=CC=CC=C1CON=C(C)C1=CC(=CC=C1)C(F)(F)F
156052-68-5	CAS-RN	DTXSID9032581	Zoxamide	DTXCID7012581	156052-68-5	CCC(C)(NC(=O)C1=CC(Cl)=C(C)C(Cl)=C1)C(=O)CCl
16079-88-2	CAS-RN	DTXSID3032591	1-Bromo-3-chloro-5,5-dimethylhydantoin	DTXCID1012591	16079-88-2	CC1(C)N(Br)C(=O)N(Cl)C1=O
113136-77-9	CAS-RN	DTXSID5032600	Cyclanilide	DTXCID3012600	113136-77-9	OC(=O)C1(CC1)C(=O)NC1=CC=C(Cl)C=C1Cl
94361-06-5	CAS-RN	DTXSID0032601	Cyproconazole	DTXCID8012601	94361-06-5	CC(C1CC1)C(O)(CN1C=NC=N1)C1=CC=C(Cl)C=C1
51338-27-3	CAS-RN	DTXSID0032605	Methyl (RS)-2-[4-(2,4-dichlorophenoxy)phenoxy]propionate	DTXCID8012605	51338-27-3	COC(=O)C(C)OC1=CC=C(OC2=CC=C(Cl)C=C2Cl)C=C1
80844-07-1	CAS-RN	DTXSID9032610	Etofenprox	DTXCID7012610	80844-07-1	CCOC1=CC=C(C=C1)C(C)(C)COCC1=CC(OC2=CC=CC=C2)=CC=C1
13194-48-4	CAS-RN	DTXSID4032611	Ethoprop	DTXCID2012611	13194-48-4	CCCSP(=O)(OCC)SCCC
122-14-5	CAS-RN	DTXSID4032613	Fenitrothion	DTXCID2012613	122-14-5	COP(=S)(OC)OC1=CC=C(C(C)=C1)[N+]([O-])=O
98967-40-9	CAS-RN	DTXSID4032615	Flumetsulam	DTXCID2012615	98967-40-9	CC1=NC2=NC(=NN2C=C1)S(=O)(=O)NC1=C(F)C=CC=C1F
112226-61-6	CAS-RN	DTXSID4032619	Halofenozide	DTXCID2012619	112226-61-6	CC(C)(C)N(NC(=O)C1=CC=C(Cl)C=C1)C(=O)C1=CC=CC=C1
86479-06-3	CAS-RN	DTXSID3032620	Hexaflumuron	DTXCID1012620	86479-06-3	FC(F)C(F)(F)OC1=C(Cl)C=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=C1Cl
161050-58-4	CAS-RN	DTXSID3032628	Methoxyfenozide	DTXCID1012628	161050-58-4	COC1=CC=CC(C(=O)NN(C(=O)C2=CC(C)=CC(C)=C2)C(C)(C)C)=C1C
1214-39-7	CAS-RN	DTXSID7032630	N-Benzyladenine	DTXCID5012630	1214-39-7	C(NC1=C2N=CN=C2N=CN1)C1=CC=CC=C1
123312-89-0	CAS-RN	DTXSID2032637	Pymetrozine	DTXCID0012637	123312-89-0	CC1CN(N=CC2=CC=CN=C2)C(=O)N=N1
175013-18-0	CAS-RN	DTXSID7032638	Pyraclostrobin	DTXCID5012638	175013-18-0	CON(C(=O)OC)C1=C(COC2=NN(C=C2)C2=CC=C(Cl)C=C2)C=CC=C1
55512-33-9	CAS-RN	DTXSID2032639	Pyridate	DTXCID0012639	55512-33-9	CCCCCCCCSC(=O)OC1=CC(Cl)=NN=C1C1=CC=CC=C1
95737-68-1	CAS-RN	DTXSID1032640	Pyriproxyfen	DTXCID9012640	95737-68-1	CC(COC1=CC=C(OC2=CC=CC=C2)C=C1)OC1=NC=CC=C1
84087-01-4	CAS-RN	DTXSID6032641	Quinclorac	DTXCID4012641	84087-01-4	OC(=O)C1=C(Cl)C=CC2=CC(Cl)=CN=C12
122836-35-5	CAS-RN	DTXSID6032645	Sulfentrazone	DTXCID4012645	122836-35-5	CC1=NN(C(=O)N1C(F)F)C1=CC(NS(C)(=O)=O)=C(Cl)C=C1Cl
4151-50-2	CAS-RN	DTXSID1032646	N-Ethylperfluorooctanesulfonamide	DTXCID9012646	4151-50-2	CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
21564-17-0	CAS-RN	DTXSID6032647	2-(Thiocyanomethylthio)benzothiazole	DTXCID4012647	21564-17-0	N#CSCSC1=NC2=CC=CC=C2S1
22248-79-9	CAS-RN	DTXSID1032648	Z-Tetrachlorvinphos	DTXCID3028132	22248-79-9	COP(=O)(OC)OC(=CCl)C1=C(Cl)C=C(Cl)C(Cl)=C1
7696-12-0	CAS-RN	DTXSID6032649	Tetramethrin	DTXCID4012649	7696-12-0	CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C
51707-55-2	CAS-RN	DTXSID0032651	Thidiazuron	DTXCID8012651	51707-55-2	O=C(NC1=CN=NS1)NC1=CC=CC=C1
26644-46-2	CAS-RN	DTXSID5032654	Triforine	DTXCID3012654	26644-46-2	ClC(Cl)(Cl)C(NC=O)N1CCN(CC1)C(NC=O)C(Cl)(Cl)Cl
131983-72-7	CAS-RN	DTXSID0032655	Triticonazole	DTXCID8012655	131983-72-7	CC1(C)CCC(=CC2=CC=C(Cl)C=C2)C1(O)CN1C=NC=N1
66230-04-4	CAS-RN	DTXSID4032667	Esfenvalerate	DTXCID2012667	66230-04-4	CC(C)C(C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C1=CC=C(Cl)C=C1
123343-16-8	CAS-RN	DTXSID8032673	Pyrithiobac-sodium	DTXCID6012673	123343-16-8	COC1=CC(OC)=NC(SC2=C(C(O)=O)C(Cl)=CC=C2)=N1
35400-43-2	CAS-RN	DTXSID8032675	Sulprofos	DTXCID6012675	35400-43-2	CCCSP(=S)(OCC)OC1=CC=C(SC)C=C1
7786-34-7	CAS-RN	DTXSID2032683	Mevinphos	DTXCID40809716	7786-34-7	COC(=O)C=C(C)OP(=O)(OC)OC
26002-80-2	CAS-RN	DTXSID7032688	Phenothrin	DTXCID00196513	26002-80-2	CC(C)=CC1C(C(=O)OCC2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C
173584-44-6	CAS-RN	DTXSID1032690	Indoxacarb	DTXCID9012690	173584-44-6	COC(=O)N(C(=O)N1COC2(CC3=C(C=CC(Cl)=C3)C2=N1)C(=O)OC)C1=CC=C(OC(F)(F)F)C=C1
584-13-4	CAS-RN	DTXSID9033058	4-Amino-1,2,4-triazole	DTXCID7013058	584-13-4	NN1C=NN=C1
1646-87-3	CAS-RN	DTXSID1033161	Aldicarb sulfoxide	DTXCID9013161	1646-87-3	CNC(=O)ON=CC(C)(C)S(C)=O
96-41-3	CAS-RN	DTXSID1033371	Cyclopentanol	DTXCID9013371	96-41-3	OC1CCCC1
52806-53-8	CAS-RN	DTXSID8033562	Hydroxyflutamide	DTXCID6013562	52806-53-8	CC(C)(O)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F
58-18-4	CAS-RN	DTXSID1033664	17-Methyltestosterone	DTXCID9013664	58-18-4	CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
104-40-5	CAS-RN	DTXSID5033836	4-Nonylphenol	DTXCID001857	104-40-5	CCCCCCCCCC1=CC=C(O)C=C1
32809-16-8	CAS-RN	DTXSID9033923	Procymidone	DTXCID7013923	32809-16-8	CC12CC1(C)C(=O)N(C2=O)C1=CC(Cl)=CC(Cl)=C1
5329-14-6	CAS-RN	DTXSID6034005	Sulfamic acid	DTXCID4014005	5329-14-6	-
52-86-8	CAS-RN	DTXSID4034150	Haloperidol	DTXCID2014150	52-86-8	OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1
63612-50-0	CAS-RN	DTXSID3034165	5,5-Dimethyl-3-(alpha,alpha,alpha-trifluoro-4-nitro-m-tolyl)hydantoin	DTXCID1014165	63612-50-0	CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F
82640-04-8	CAS-RN	DTXSID1034181	Raloxifene hydrochloride	DTXCID9014181	82640-04-8	OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=CC=C(O)C=C2S1
52-01-7	CAS-RN	DTXSID6034186	Spironolactone	DTXCID4014186	52-01-7	CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC33CCC(=O)O3)C12
10540-29-1	CAS-RN	DTXSID1034187	Tamoxifen	DTXCID9014187	10540-29-1	CCC(=C(C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1
10161-33-8	CAS-RN	DTXSID0034192	17beta-Trenbolone	DTXCID8014192	10161-33-8	CC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2O
29091-21-2	CAS-RN	DTXSID1034210	Prodiamine	DTXCID9014210	29091-21-2	CCCN(CCC)C1=C(C(N)=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O
118134-30-8	CAS-RN	DTXSID1034212	Spiroxamine	DTXCID9014212	118134-30-8	CCCN(CC)CC1COC2(CCC(CC2)C(C)(C)C)O1
119168-77-3	CAS-RN	DTXSID0034223	Tebufenpyrad	DTXCID8014223	119168-77-3	CCC1=NN(C)C(C(=O)NCC2=CC=C(C=C2)C(C)(C)C)=C1Cl
119515-38-7	CAS-RN	DTXSID0034227	Icaridin	DTXCID8014227	119515-38-7	CCC(C)OC(=O)N1CCCCC1CCO
104-61-0	CAS-RN	DTXSID0034229	gamma-Nonanolactone	DTXCID8014229	104-61-0	CCCCCC1CCC(=O)O1
101-10-0	CAS-RN	DTXSID9034232	Cloprop	DTXCID7014232	101-10-0	CC(OC1=CC(Cl)=CC=C1)C(O)=O
149979-41-9	CAS-RN	DTXSID7034252	Tepraloxydim	DTXCID50196609	149979-41-9	CCC(=NOCC=CCl)C1C(=O)CC(CC1=O)C1CCOCC1
79-57-2	CAS-RN	DTXSID1034260	Oxytetracycline	DTXCID9014260	79-57-2	CN(C)C1C2C(O)C3C(C(=O)C4=C(C=CC=C4O)C3(C)O)C(=O)C2(O)C(=O)C(C(N)=O)C1=O
57754-85-5	CAS-RN	DTXSID6034265	Clopyralid-olamine	DTXCID2012582	57754-85-5	OC(=O)C1=C(Cl)C=CC(Cl)=N1
104098-48-8	CAS-RN	DTXSID5034270	Imazapic	DTXCID3014270	104098-48-8	CC(C)C1(C)NC(=NC1=O)C1=NC=C(C)C=C1C(O)=O
122-88-3	CAS-RN	DTXSID9034282	4-Chlorophenoxyacetic acid	DTXCID7014282	122-88-3	OC(=O)COC1=CC=C(Cl)C=C1
26172-55-4	CAS-RN	DTXSID9034286	5-Chloro-2-methyl-3(2H)-isothiazolone	DTXCID7014286	26172-55-4	CN1SC(Cl)=CC1=O
104-67-6	CAS-RN	DTXSID4034287	5-Heptyldihydro-2(3H)-furanone	DTXCID2014287	104-67-6	CCCCCCCC1CCC(=O)O1
135410-20-7	CAS-RN	DTXSID0034300	Acetamiprid	DTXCID7032422	135410-20-7	CN(CC1=CN=C(Cl)C=C1)C(C)=NC#N
81406-37-3	CAS-RN	DTXSID5034303	Fluroxypyr-meptyl	DTXCID3014303	81406-37-3	CCCCCCC(C)OC(=O)COC1=NC(F)=C(Cl)C(N)=C1Cl
14816-18-3	CAS-RN	DTXSID8034324	Phoxim	DTXCID6014324	14816-18-3	CCOP(=S)(OCC)ON=C(C#N)C1=CC=CC=C1
103055-07-8	CAS-RN	DTXSID5034357	Lufenuron	DTXCID3014357	103055-07-8	FC(C(F)(F)F)C(F)(F)OC1=CC(Cl)=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=C1Cl
90823-38-4	CAS-RN	DTXSID9034361	Denatonium saccharide	DTXCID7014361	90823-38-4	CC[N+](CC)(CC(=O)NC1=C(C)C=CC=C1C)CC1=CC=CC=C1
134605-64-4	CAS-RN	DTXSID9034365	Butafenacil	DTXCID7014365	134605-64-4	CN1C(=O)N(C(=O)C=C1C(F)(F)F)C1=CC(C(=O)OC(C)(C)C(=O)OCC=C)=C(Cl)C=C1
3734-33-6	CAS-RN	DTXSID8034376	Denatonium benzoate	DTXCID6014376	3734-33-6	CC[N+](CC)(CC(=O)NC1=C(C)C=CC=C1C)CC1=CC=CC=C1
125401-92-5	CAS-RN	DTXSID7034383	Bispyribac-sodium	DTXCID5014383	125401-92-5	COC1=CC(OC)=NC(OC2=CC=CC(OC3=NC(OC)=CC(OC)=N3)=C2C(O)=O)=N1
188425-85-6	CAS-RN	DTXSID6034392	Boscalid	DTXCID4014392	188425-85-6	ClC1=CC=C(C=C1)C1=C(NC(=O)C2=C(Cl)N=CC=C2)C=CC=C1
69327-76-0	CAS-RN	DTXSID8034401	Buprofezin	DTXCID6014401	69327-76-0	CC(C)N1C(SCN(C1=O)C1=CC=CC=C1)=NC(C)(C)C
23184-66-9	CAS-RN	DTXSID3034402	Butachlor	DTXCID1014402	23184-66-9	CCCCOCN(C(=O)CCl)C1=C(CC)C=CC=C1CC
87818-31-3	CAS-RN	DTXSID3034456	Cinmethylin	DTXCID60196478	87818-31-3	CC(C)C12CCC(C)(O1)C(C2)OCC1=C(C)C=CC=C1
210880-92-5	CAS-RN	DTXSID2034465	Clothianidin	DTXCID0014465	210880-92-5	CN\C(NCC1=CN=C(Cl)S1)=N/[N+]([O-])=O
420-04-2	CAS-RN	DTXSID9034490	Cyanamide	DTXCID7014490	420-04-2	NC#N
120116-88-3	CAS-RN	DTXSID9034492	Cyazofamid	DTXCID7014492	120116-88-3	CN(C)S(=O)(=O)N1C(=NC(Cl)=C1C1=CC=C(C)C=C1)C#N
125116-23-6	CAS-RN	DTXSID4034497	Metconazole	DTXCID2014497	125116-23-6	CC1(C)CCC(CC2=CC=C(Cl)C=C2)C1(O)CN1C=NC=N1
122008-85-9	CAS-RN	DTXSID1034503	Cyhalofop-butyl	DTXCID9014503	122008-85-9	CCCCOC(=O)C(C)OC1=CC=C(OC2=C(F)C=C(C=C2)C#N)C=C1
13684-56-5	CAS-RN	DTXSID0034518	Desmedipham	DTXCID8014518	13684-56-5	CCOC(=O)NC1=CC(OC(=O)NC2=CC=CC=C2)=CC=C1
145701-21-9	CAS-RN	DTXSID4034528	Diclosulam	DTXCID2014528	145701-21-9	CCOC1=NC(F)=CC2=NC(=NN12)S(=O)(=O)NC1=C(Cl)C=CC=C1Cl
23564-06-9	CAS-RN	DTXSID3034531	Thiophanate	DTXCID1014531	23564-06-9	CCOC(=O)NC(=S)NC1=C(NC(=S)NC(=O)OCC)C=CC=C1
110488-70-5	CAS-RN	DTXSID7034545	Dimethomorph	DTXCID5014545	110488-70-5	COC1=C(OC)C=C(C=C1)C(=CC(=O)N1CCOCC1)C1=CC=C(Cl)C=C1
165252-70-0	CAS-RN	DTXSID7034549	Dinotefuran	DTXCID5014549	165252-70-0	CNC(NCC1CCOC1)=N[N+]([O-])=O
155569-91-8	CAS-RN	DTXSID0034566	Emamectin benzoate	-	155569-91-8	-
2491-38-5	CAS-RN	DTXSID4034576	2-Bromo-4-hydroxyacetophenone	DTXCID2014576	2491-38-5	OC1=CC=C(C=C1)C(=O)CBr
26225-79-6	CAS-RN	DTXSID8034580	Ethofumesate	DTXCID6014580	26225-79-6	CCOC1OC2=C(C=C(OS(C)(=O)=O)C=C2)C1(C)C
2122-70-5	CAS-RN	DTXSID3034583	Ethyl 1-naphthaleneacetate	DTXCID1014583	2122-70-5	CCOC(=O)CC1=CC=CC2=C1C=CC=C2
153233-91-1	CAS-RN	DTXSID8034586	Etoxazole	DTXCID6014586	153233-91-1	CCOC1=C(C=CC(=C1)C(C)(C)C)C1COC(=N1)C1=C(F)C=CC=C1F
131807-57-3	CAS-RN	DTXSID8034588	Famoxadone	DTXCID6014588	131807-57-3	CC1(OC(=O)N(NC2=CC=CC=C2)C1=O)C1=CC=C(OC2=CC=CC=C2)C=C1
161326-34-7	CAS-RN	DTXSID2034590	Fenamidone	DTXCID0014590	161326-34-7	CSC1=NC(C)(C(=O)N1NC1=CC=CC=C1)C1=CC=CC=C1
71283-80-2	CAS-RN	DTXSID2034598	Fenoxaprop-P-ethyl	DTXCID0014598	71283-80-2	CCOC(=O)C(C)OC1=CC=C(OC2=NC3=C(O2)C=C(Cl)C=C3)C=C1
67564-91-4	CAS-RN	DTXSID4034601	(2R,6S)-Fenpropimorph	DTXCID1032359	67564-91-4	CC(CN1CC(C)OC(C)C1)CC1=CC=C(C=C1)C(C)(C)C
120068-37-3	CAS-RN	DTXSID4034609	Fipronil	DTXCID2014609	120068-37-3	NC1=C(C(=NN1C1=C(Cl)C=C(C=C1Cl)C(F)(F)F)C#N)S(=O)C(F)(F)F
69806-50-4	CAS-RN	DTXSID3034612	Fluazifop-butyl	DTXCID1014612	69806-50-4	CCCCOC(=O)C(C)OC1=CC=C(OC2=CC=C(C=N2)C(F)(F)F)C=C1
181274-17-9	CAS-RN	DTXSID3034614	Flucarbazone-sodium	DTXCID1014614	181274-17-9	COC1=NN(C(=O)NS(=O)(=O)C2=C(OC(F)(F)F)C=CC=C2)C(=O)N1C
188489-07-8	CAS-RN	DTXSID3034618	Flufenpyr-ethyl	DTXCID1014618	188489-07-8	CCOC(=O)COC1=CC(N2N=CC(=C(C)C2=O)C(F)(F)F)=C(F)C=C1Cl
361377-29-9	CAS-RN	DTXSID2034625	Fluoxastrobin	DTXCID0014625	361377-29-9	CON=C(C1=NOCCO1)C1=C(OC2=C(F)C(OC3=C(Cl)C=CC=C3)=NC=N2)C=CC=C1
69377-81-7	CAS-RN	DTXSID2034627	Fluroxypyr	DTXCID0014627	69377-81-7	NC1=C(Cl)C(F)=NC(OCC(O)=O)=C1Cl
68157-60-8	CAS-RN	DTXSID1034634	Forchlorfenuron	DTXCID9014634	68157-60-8	ClC1=NC=CC(NC(=O)NC2=CC=CC=C2)=C1
79983-71-4	CAS-RN	DTXSID4034653	Hexaconazole	DTXCID2014653	79983-71-4	CCCCC(O)(CN1C=NC=N1)C1=CC=C(Cl)C=C1Cl
114311-32-9	CAS-RN	DTXSID3034664	Imazamox	DTXCID1014664	114311-32-9	COCC1=CN=C(C2=NC(C)(C(C)C)C(=O)N2)C(=C1)C(O)=O
81334-34-1	CAS-RN	DTXSID8034665	Imazapyr	DTXCID6014665	81334-34-1	CC(C)C1(C)N=C(NC1=O)C1=NC=CC=C1C(O)=O
144550-36-7	CAS-RN	DTXSID2034673	Iodosulfuron-methyl-sodium	DTXCID0014673	144550-36-7	COC(=O)C1=C(C=C(I)C=C1)S(=O)(=O)NC(=O)NC1=NC(OC)=NC(C)=N1
125225-28-7	CAS-RN	DTXSID7034674	Ipconazole	DTXCID5014674	125225-28-7	CC(C)C1CCC(CC2=CC=C(Cl)C=C2)C1(O)CN1C=NC=N1
42509-80-8	CAS-RN	DTXSID7034676	Isazofos	DTXCID5014676	42509-80-8	CCOP(=S)(OCC)OC1=NN(C(C)C)C(Cl)=N1
1/7/8018	Not CAS Number Format	-	-	-	-	-
3653-48-3	CAS-RN	DTXSID2034700	MCPA-sodium	DTXCID0014700	3653-48-3	CC1=C(OCC(O)=O)C=CC(Cl)=C1
210631-68-8	CAS-RN	DTXSID0034722	Topramezone	DTXCID8014722	210631-68-8	CN1N=CC(C(=O)C2=C(C)C(C3=NOCC3)=C(C=C2)S(C)(=O)=O)=C1O
141112-29-0	CAS-RN	DTXSID5034723	Isoxaflutole	DTXCID3014723	141112-29-0	CS(=O)(=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C1=C(ON=C1)C1CC1
111991-09-4	CAS-RN	DTXSID6034764	Nicosulfuron	DTXCID4014764	111991-09-4	COC1=CC(OC)=NC(NC(=O)NS(=O)(=O)C2=NC=CC=C2C(=O)N(C)C)=N1
